int	string(128)	string(128)	string(128)	string(128)
115404	RuneIcon_Atlas	黄-控制强化	RuneIcon_Atlas	RuneIcon_Atlas
115405	RuneIcon_Atlas	黄-怒气回复	RuneIcon_Atlas	RuneIcon_Atlas
115406	RuneIcon_Atlas	黄-体力回复	RuneIcon_Atlas	RuneIcon_Atlas
115701	RuneIcon_Atlas	蓝-HP	RuneIcon_Atlas	RuneIcon_Atlas
115702	RuneIcon_Atlas	蓝-暴击抵抗	RuneIcon_Atlas	RuneIcon_Atlas
115703	RuneIcon_Atlas	蓝-护甲	RuneIcon_Atlas	RuneIcon_Atlas
115704	RuneIcon_Atlas	蓝-回血类	RuneIcon_Atlas	RuneIcon_Atlas
115801	RuneIcon_Atlas	符文阵残页A	RuneIcon_Atlas	RuneIcon_Atlas
115802	RuneIcon_Atlas	符文阵残页B	RuneIcon_Atlas	RuneIcon_Atlas
115803	RuneIcon_Atlas	符文阵残页C	RuneIcon_Atlas	RuneIcon_Atlas
115804	RuneIcon_Atlas	符文阵残页D	RuneIcon_Atlas	RuneIcon_Atlas
116001	InterfaceIcon_Atlas	活跃度宝箱1	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116002	InterfaceIcon_Atlas	活跃度宝箱2	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116003	InterfaceIcon_Atlas	活跃度宝箱3	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116004	InterfaceIcon_Atlas	活跃度宝箱4	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116005	InterfaceIcon_Atlas	活跃度宝箱5	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116006	InterfaceIcon_Atlas	登录游戏	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116007	InterfaceIcon_Atlas	通关一次副本	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116008	InterfaceIcon_Atlas	参与一场对战	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116009	InterfaceIcon_Atlas	参与三场对战	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116010	InterfaceIcon_Atlas	获得一次对战胜利	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116011	InterfaceIcon_Atlas	获得二次对战胜利	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116012	InterfaceIcon_Atlas	获得三次对战胜利	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116013	InterfaceIcon_Atlas	击败人数达到15	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116014	InterfaceIcon_Atlas	进行一次抽奖	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116015	InterfaceIcon_Atlas	获得一次MVP	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116016	InterfaceIcon_Atlas	单场比赛0死亡，并获得胜利。	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116017	InterfaceIcon_Atlas	使用XXX（英雄）赢得胜利	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116018	InterfaceIcon_Atlas	击杀XXX（英雄）	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116019	InterfaceIcon_Atlas	击杀xx(数量)个XXX（敌人）	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116020	InterfaceIcon_Atlas	赢得一场XX模式	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116021	InterfaceIcon_Atlas	主角等级达到xx级	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116022	InterfaceIcon_Atlas	完成副本xxx	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116023	InterfaceIcon_Atlas	拥有xxx个好友	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116024	InterfaceIcon_Atlas	收集xxx个英雄	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116025	InterfaceIcon_Atlas	激活xx个符文页	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116026	InterfaceIcon_Atlas	段位达到xxx	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116027	InterfaceIcon_Atlas	累计击杀xx人	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116028	InterfaceIcon_Atlas	累计胜场xx	InterfaceIcon_Atlas	InterfaceIcon_Atlas
116029	InterfaceIcon_Atlas	最高连胜达到xxx	InterfaceIcon_Atlas	InterfaceIcon_Atlas
117001	Title_Atlas	玩家等级达到xx	Title_Atlas	Title_Atlas
117002	Title_Atlas	获得xx个英雄	Title_Atlas	Title_Atlas
117003	Title_Atlas	击杀10次xxBOSS	Title_Atlas	Title_Atlas
117004	Title_Atlas	一页符文全部5星	Title_Atlas	Title_Atlas
117005	Title_Atlas	段位达到xxx	Title_Atlas	Title_Atlas
117006	Title_Atlas	拥有100000金币	Title_Atlas	Title_Atlas
117007	Title_Atlas	拥有100000钻石	Title_Atlas	Title_Atlas
117008	Title_Atlas	连胜xx次	Title_Atlas	Title_Atlas
117009	Title_Atlas	晋级排行榜xx位	Title_Atlas	Title_Atlas
117010	Title_Atlas	购买xx英雄	Title_Atlas	Title_Atlas
117011	Title_Atlas	完成限时任务xx	Title_Atlas	Title_Atlas
118001	InterfaceIcon_Atlas	持续回血	InterfaceIcon_Atlas	InterfaceIcon_Atlas
118002	InterfaceIcon_Atlas	持续减血	InterfaceIcon_Atlas	InterfaceIcon_Atlas
118003	InterfaceIcon_Atlas	减少技能CD	InterfaceIcon_Atlas	InterfaceIcon_Atlas
118004	InterfaceIcon_Atlas	减少技能消耗	InterfaceIcon_Atlas	InterfaceIcon_Atlas
118005	InterfaceIcon_Atlas	提升攻击力	InterfaceIcon_Atlas	InterfaceIcon_Atlas
118006	InterfaceIcon_Atlas	提升护甲	InterfaceIcon_Atlas	InterfaceIcon_Atlas
118007	InterfaceIcon_Atlas	提升移动速度	InterfaceIcon_Atlas	InterfaceIcon_Atlas
118008	InterfaceIcon_Atlas	增加生命上限	InterfaceIcon_Atlas	InterfaceIcon_Atlas
118009	InterfaceIcon_Atlas	增加攻击速度	InterfaceIcon_Atlas	InterfaceIcon_Atlas
118010	InterfaceIcon_Atlas	减免伤害	InterfaceIcon_Atlas	InterfaceIcon_Atlas
118011	InterfaceIcon_Atlas	技能免疫	InterfaceIcon_Atlas	InterfaceIcon_Atlas
118012	InterfaceIcon_Atlas	降低移速	InterfaceIcon_Atlas	InterfaceIcon_Atlas
118013	InterfaceIcon_Atlas	降低攻击力	InterfaceIcon_Atlas	InterfaceIcon_Atlas
118014	InterfaceIcon_Atlas	降低攻速	InterfaceIcon_Atlas	InterfaceIcon_Atlas
118015	InterfaceIcon_Atlas	降低护甲	InterfaceIcon_Atlas	InterfaceIcon_Atlas
118016	InterfaceIcon_Atlas	眩晕	InterfaceIcon_Atlas	InterfaceIcon_Atlas
118017	InterfaceIcon_Atlas	击飞	InterfaceIcon_Atlas	InterfaceIcon_Atlas
118018	InterfaceIcon_Atlas	束缚	InterfaceIcon_Atlas	InterfaceIcon_Atlas
118019	InterfaceIcon_Atlas	缴械	InterfaceIcon_Atlas	InterfaceIcon_Atlas
118020	InterfaceIcon_Atlas	沉默	InterfaceIcon_Atlas	InterfaceIcon_Atlas
118021	InterfaceIcon_Atlas	倒地	InterfaceIcon_Atlas	InterfaceIcon_Atlas
118022	InterfaceIcon_Atlas	无敌	InterfaceIcon_Atlas	InterfaceIcon_Atlas
119001	InterfaceIcon_Atlas	击杀	InterfaceIcon_Atlas	InterfaceIcon_Atlas
119002	InterfaceIcon_Atlas	双杀	InterfaceIcon_Atlas	InterfaceIcon_Atlas
119003	InterfaceIcon_Atlas	三杀	InterfaceIcon_Atlas	InterfaceIcon_Atlas
119004	InterfaceIcon_Atlas	四杀	InterfaceIcon_Atlas	InterfaceIcon_Atlas
119005	InterfaceIcon_Atlas	暴走	InterfaceIcon_Atlas	InterfaceIcon_Atlas
119006	InterfaceIcon_Atlas	第一滴血	InterfaceIcon_Atlas	InterfaceIcon_Atlas
119007	InterfaceIcon_Atlas	复仇	InterfaceIcon_Atlas	InterfaceIcon_Atlas
120001	UiIcon1_Atlas	Vip1图标	UiIcon1_Atlas	UiIcon1_Atlas
120002	UiIcon1_Atlas	Vip2图标	UiIcon1_Atlas	UiIcon1_Atlas
120003	UiIcon1_Atlas	Vip3图标	UiIcon1_Atlas	UiIcon1_Atlas
120004	UiIcon1_Atlas	Vip4图标	UiIcon1_Atlas	UiIcon1_Atlas
120005	UiIcon1_Atlas	Vip5图标	UiIcon1_Atlas	UiIcon1_Atlas
120006	UiIcon1_Atlas	Vip6图标	UiIcon1_Atlas	UiIcon1_Atlas
120007	UiIcon1_Atlas	Vip7图标	UiIcon1_Atlas	UiIcon1_Atlas
120008	UiIcon1_Atlas	Vip8图标	UiIcon1_Atlas	UiIcon1_Atlas
120009	UiIcon1_Atlas	Vip9图标	UiIcon1_Atlas	UiIcon1_Atlas
120101	UiIcon1_Atlas	Vip1礼包图标	UiIcon1_Atlas	UiIcon1_Atlas
120102	UiIcon1_Atlas	Vip2礼包图标	UiIcon1_Atlas	UiIcon1_Atlas
120103	UiIcon1_Atlas	Vip3礼包图标	UiIcon1_Atlas	UiIcon1_Atlas
120104	UiIcon1_Atlas	Vip4礼包图标	UiIcon1_Atlas	UiIcon1_Atlas
120105	UiIcon1_Atlas	Vip5礼包图标	UiIcon1_Atlas	UiIcon1_Atlas
120106	UiIcon1_Atlas	Vip6礼包图标	UiIcon1_Atlas	UiIcon1_Atlas
120107	UiIcon1_Atlas	Vip7礼包图标	UiIcon1_Atlas	UiIcon1_Atlas
120108	UiIcon1_Atlas	Vip8礼包图标	UiIcon1_Atlas	UiIcon1_Atlas
120109	UiIcon1_Atlas	Vip9礼包图标	UiIcon1_Atlas	UiIcon1_Atlas
120201	UiIcon1_Atlas	月卡	UiIcon1_Atlas	UiIcon1_Atlas
120202	UiIcon1_Atlas	充值档次1	UiIcon1_Atlas	UiIcon1_Atlas
120203	UiIcon1_Atlas	充值档次2	UiIcon1_Atlas	UiIcon1_Atlas
120204	UiIcon1_Atlas	充值档次3	UiIcon1_Atlas	UiIcon1_Atlas
120205	UiIcon1_Atlas	充值档次4	UiIcon1_Atlas	UiIcon1_Atlas
120206	UiIcon1_Atlas	充值档次5	UiIcon1_Atlas	UiIcon1_Atlas
120301	VipRecharge_Atlas	充值热卖英雄	VipRecharge_Atlas	VipRecharge_Atlas
121001	InterfaceIcon_Atlas	穿甲	InterfaceIcon_Atlas	InterfaceIcon_Atlas
121002	InterfaceIcon_Atlas	肌肉强化	InterfaceIcon_Atlas	InterfaceIcon_Atlas
121003	InterfaceIcon_Atlas	弱点侦测	InterfaceIcon_Atlas	InterfaceIcon_Atlas
121004	InterfaceIcon_Atlas	急救工具	InterfaceIcon_Atlas	InterfaceIcon_Atlas
121005	InterfaceIcon_Atlas	高爆弹药	InterfaceIcon_Atlas	InterfaceIcon_Atlas
121006	InterfaceIcon_Atlas	召唤之力	InterfaceIcon_Atlas	InterfaceIcon_Atlas
121007	InterfaceIcon_Atlas	敏捷	InterfaceIcon_Atlas	InterfaceIcon_Atlas
121008	InterfaceIcon_Atlas	弹仓扩充	InterfaceIcon_Atlas	InterfaceIcon_Atlas
121009	InterfaceIcon_Atlas	装填技术	InterfaceIcon_Atlas	InterfaceIcon_Atlas
121010	InterfaceIcon_Atlas	防弹衣	InterfaceIcon_Atlas	InterfaceIcon_Atlas
121011	InterfaceIcon_Atlas	嗜血药剂	InterfaceIcon_Atlas	InterfaceIcon_Atlas
121012	InterfaceIcon_Atlas	纳米细胞	InterfaceIcon_Atlas	InterfaceIcon_Atlas
121013	InterfaceIcon_Atlas	战斗渴望	InterfaceIcon_Atlas	InterfaceIcon_Atlas
121014	InterfaceIcon_Atlas	体能训练	InterfaceIcon_Atlas	InterfaceIcon_Atlas
121015	InterfaceIcon_Atlas	体能恢复	InterfaceIcon_Atlas	InterfaceIcon_Atlas
121016	InterfaceIcon_Atlas	召唤之韧	InterfaceIcon_Atlas	InterfaceIcon_Atlas
121017	InterfaceIcon_Atlas	强健体魄	InterfaceIcon_Atlas	InterfaceIcon_Atlas
121018	InterfaceIcon_Atlas	坚忍不拔	InterfaceIcon_Atlas	InterfaceIcon_Atlas
121019	InterfaceIcon_Atlas	细胞活性	InterfaceIcon_Atlas	InterfaceIcon_Atlas
121020	InterfaceIcon_Atlas	跑步训练	InterfaceIcon_Atlas	InterfaceIcon_Atlas
121021	InterfaceIcon_Atlas	意志坚定	InterfaceIcon_Atlas	InterfaceIcon_Atlas
121022	InterfaceIcon_Atlas	催眠术	InterfaceIcon_Atlas	InterfaceIcon_Atlas
121023	InterfaceIcon_Atlas	咒语强化	InterfaceIcon_Atlas	InterfaceIcon_Atlas
121024	InterfaceIcon_Atlas	激怒	InterfaceIcon_Atlas	InterfaceIcon_Atlas
121025	InterfaceIcon_Atlas	兴奋剂	InterfaceIcon_Atlas	InterfaceIcon_Atlas
121026	InterfaceIcon_Atlas	技能训练	InterfaceIcon_Atlas	InterfaceIcon_Atlas
121027	InterfaceIcon_Atlas	召唤之魂	InterfaceIcon_Atlas	InterfaceIcon_Atlas
122001	PveChapter_Atlas	Pve第1章图片	PveChapter_Atlas	PveChapter_Atlas
122002	PveChapter_Atlas	Pve第1章图片（模糊）	PveChapter_Atlas	PveChapter_Atlas
122003	PveChapter_Atlas	Pve第2章图片	PveChapter_Atlas	PveChapter_Atlas
122004	PveChapter_Atlas	Pve第2章图片（模糊）	PveChapter_Atlas	PveChapter_Atlas
122005	PveChapter_Atlas	Pve第3章图片	PveChapter_Atlas	PveChapter_Atlas
122006	PveChapter_Atlas	Pve第3章图片（模糊）	PveChapter_Atlas	PveChapter_Atlas
122301	PvePic_Atlas	雪魈头领	PvePic_Atlas	PvePic_Atlas
122302	PvePic_Atlas	雪魈头领（模糊）	PvePic_Atlas	PvePic_Atlas
122303	PvePic_Atlas	大祭司	PvePic_Atlas	PvePic_Atlas
122304	PvePic_Atlas	大祭司（模糊）	PvePic_Atlas	PvePic_Atlas
122305	PvePic_Atlas	火焰死神	PvePic_Atlas	PvePic_Atlas
122306	PvePic_Atlas	火焰死神（模糊）	PvePic_Atlas	PvePic_Atlas
122307	PvePic_Atlas	机甲战车	PvePic_Atlas	PvePic_Atlas
122308	PvePic2_Atlas	机甲战车（模糊）	PvePic2_Atlas	PvePic2_Atlas
122309	PvePic2_Atlas	铁血侍从	PvePic2_Atlas	PvePic2_Atlas
122310	PvePic2_Atlas	铁血侍从（模糊）	PvePic2_Atlas	PvePic2_Atlas
122311	PvePic2_Atlas	凯撒	PvePic2_Atlas	PvePic2_Atlas
122312	PvePic2_Atlas	凯撒（模糊）	PvePic2_Atlas	PvePic2_Atlas
122313	PvePic2_Atlas	重装炮龙	PvePic2_Atlas	PvePic2_Atlas
122314	PvePic2_Atlas	重装炮龙（模糊）	PvePic2_Atlas	PvePic2_Atlas
122315	PvePic3_Atlas	守卫者库朗	PvePic3_Atlas	PvePic3_Atlas
122316	PvePic3_Atlas	守卫者库朗（模糊）	PvePic3_Atlas	PvePic3_Atlas
122317	PvePic3_Atlas	盾甲先锋	PvePic3_Atlas	PvePic3_Atlas
122318	PvePic3_Atlas	盾甲先锋（模糊）	PvePic3_Atlas	PvePic3_Atlas
122319	PvePic3_Atlas	拉斯特罗	PvePic3_Atlas	PvePic3_Atlas
122320	PvePic3_Atlas	拉斯特罗（模糊）	PvePic3_Atlas	PvePic3_Atlas
123001	MiniMap_Atlas	PVP魔力之城	MiniMap_Atlas	MiniMap_Atlas
123002	MiniMap_Atlas	PVP西部小镇	MiniMap_Atlas	MiniMap_Atlas
123003	MiniMap_Atlas	行星战场	MiniMap_Atlas	MiniMap_Atlas
123004	MiniMap_Atlas	雪山遗址	MiniMap_Atlas	MiniMap_Atlas
123005	MiniMap_Atlas	洞窟一层	MiniMap_Atlas	MiniMap_Atlas
123006	MiniMap_Atlas	洞窟二层	MiniMap_Atlas	MiniMap_Atlas
123007	MiniMap_Atlas	雪山遗址（新手）	MiniMap_Atlas	MiniMap_Atlas
123008	MiniMap_Atlas	古堡前庭1	MiniMap_Atlas	MiniMap_Atlas
123009	MiniMap_Atlas	古堡后院3	MiniMap_Atlas	MiniMap_Atlas
123010	MiniMap_Atlas	环形走廊	MiniMap_Atlas	MiniMap_Atlas
123011	MiniMap_Atlas	拉斯特罗科研馆1	MiniMap_Atlas	MiniMap_Atlas
123012	MiniMap_Atlas	拉斯特罗科研馆2	MiniMap_Atlas	MiniMap_Atlas
123013	MiniMap_Atlas	副本Boss1	MiniMap_Atlas	MiniMap_Atlas
123014	MiniMap_Atlas	古堡前庭2	MiniMap_Atlas	MiniMap_Atlas
123015	MiniMap_Atlas	拉斯特罗科研馆3	MiniMap_Atlas	MiniMap_Atlas
123016	MiniMap_Atlas	拉斯特罗科研馆4	MiniMap_Atlas	MiniMap_Atlas
124001	LeagueNew1_Atlas	联盟图标1	LeagueNew1_Atlas	LeagueNew1_Atlas
124002	LeagueNew1_Atlas	联盟图标2	LeagueNew1_Atlas	LeagueNew1_Atlas
124003	LeagueNew1_Atlas	联盟图标3	LeagueNew1_Atlas	LeagueNew1_Atlas
124004	LeagueNew1_Atlas	联盟图标4	LeagueNew1_Atlas	LeagueNew1_Atlas
124005	LeagueNew1_Atlas	联盟图标5	LeagueNew1_Atlas	LeagueNew1_Atlas
124006	LeagueNew1_Atlas	联盟图标6	LeagueNew1_Atlas	LeagueNew1_Atlas
125001	RankIcon_Atlas	新兵	RankIcon_Atlas	RankIcon_Atlas
125002	RankIcon_Atlas	青铜5	RankIcon_Atlas	RankIcon_Atlas
125003	RankIcon_Atlas	青铜4	RankIcon_Atlas	RankIcon_Atlas
125004	RankIcon_Atlas	青铜3	RankIcon_Atlas	RankIcon_Atlas
125005	RankIcon_Atlas	青铜2	RankIcon_Atlas	RankIcon_Atlas
125006	RankIcon_Atlas	青铜1	RankIcon_Atlas	RankIcon_Atlas
125007	RankIcon_Atlas	白银5	RankIcon_Atlas	RankIcon_Atlas
125008	RankIcon_Atlas	白银4	RankIcon_Atlas	RankIcon_Atlas
125009	RankIcon_Atlas	白银3	RankIcon_Atlas	RankIcon_Atlas
125010	RankIcon_Atlas	白银2	RankIcon_Atlas	RankIcon_Atlas
125011	RankIcon_Atlas	白银1	RankIcon_Atlas	RankIcon_Atlas
125012	RankIcon_Atlas	黄金5	RankIcon_Atlas	RankIcon_Atlas
125013	RankIcon_Atlas	黄金4	RankIcon_Atlas	RankIcon_Atlas
125014	RankIcon_Atlas	黄金3	RankIcon_Atlas	RankIcon_Atlas
125015	RankIcon_Atlas	黄金2	RankIcon_Atlas	RankIcon_Atlas
125016	RankIcon_Atlas	黄金1	RankIcon_Atlas	RankIcon_Atlas
125017	RankIcon_Atlas	钻石5	RankIcon_Atlas	RankIcon_Atlas
125018	RankIcon_Atlas	钻石4	RankIcon_Atlas	RankIcon_Atlas
125019	RankIcon_Atlas	钻石3	RankIcon_Atlas	RankIcon_Atlas
125020	RankIcon_Atlas	钻石2	RankIcon_Atlas	RankIcon_Atlas
125021	RankIcon_Atlas	钻石1	RankIcon_Atlas	RankIcon_Atlas
125022	RankIcon_Atlas	王者	RankIcon_Atlas	RankIcon_Atlas
126001	PlayerIcon_Atlas	玩家头像1	PlayerIcon_Atlas	PlayerIcon_Atlas
126002	PlayerIcon_Atlas	玩家头像2	PlayerIcon_Atlas	PlayerIcon_Atlas
126003	PlayerIcon_Atlas	玩家头像3	PlayerIcon_Atlas	PlayerIcon_Atlas
126004	PlayerIcon_Atlas	玩家头像4	PlayerIcon_Atlas	PlayerIcon_Atlas
126005	PlayerIcon_Atlas	玩家头像5	PlayerIcon_Atlas	PlayerIcon_Atlas
126006	PlayerIcon_Atlas	玩家头像6	PlayerIcon_Atlas	PlayerIcon_Atlas
126007	PlayerIcon_Atlas	玩家头像7	PlayerIcon_Atlas	PlayerIcon_Atlas
126008	PlayerIcon_Atlas	玩家头像8	PlayerIcon_Atlas	PlayerIcon_Atlas
126009	PlayerIcon_Atlas	玩家头像9	PlayerIcon_Atlas	PlayerIcon_Atlas
126010	PlayerIcon_Atlas	玩家头像10	PlayerIcon_Atlas	PlayerIcon_Atlas
126011	PlayerIcon_Atlas	玩家头像11	PlayerIcon_Atlas	PlayerIcon_Atlas
126012	PlayerIcon_Atlas	玩家头像12	PlayerIcon_Atlas	PlayerIcon_Atlas
126013	PlayerIcon_Atlas	玩家头像13	PlayerIcon_Atlas	PlayerIcon_Atlas
126014	PlayerIcon_Atlas	玩家头像14	PlayerIcon_Atlas	PlayerIcon_Atlas
126015	PlayerIcon_Atlas	玩家头像15	PlayerIcon_Atlas	PlayerIcon_Atlas
126016	PlayerIcon_Atlas	玩家头像16	PlayerIcon_Atlas	PlayerIcon_Atlas
127001	BattlePropIcon_Atlas	回血道具	BattlePropIcon_Atlas	BattlePropIcon_Atlas
127002	BattlePropIcon_Atlas	急速药水	BattlePropIcon_Atlas	BattlePropIcon_Atlas
127003	BattlePropIcon_Atlas	狂暴针	BattlePropIcon_Atlas	BattlePropIcon_Atlas
127004	BattlePropIcon_Atlas	纳米激素	BattlePropIcon_Atlas	BattlePropIcon_Atlas
127005	BattlePropIcon_Atlas	超能护盾	BattlePropIcon_Atlas	BattlePropIcon_Atlas
127006	BattlePropIcon_Atlas	震击脉冲	BattlePropIcon_Atlas	BattlePropIcon_Atlas
128001	HeroMiddlePic_Atlas	游侠	HeroMiddlePic_Atlas	HeroMiddlePic_Atlas
128002	HeroMiddlePic_Atlas	小个子	HeroMiddlePic_Atlas	HeroMiddlePic_Atlas
128003	HeroMiddlePic_Atlas	嘟嘟	HeroMiddlePic_Atlas	HeroMiddlePic_Atlas
128004	HeroMiddlePic_Atlas	暗影忍者	HeroMiddlePic_Atlas	HeroMiddlePic_Atlas
128005	HeroMiddlePic_Atlas	发明家	HeroMiddlePic_Atlas	HeroMiddlePic_Atlas
128006	HeroMiddlePic_Atlas	重装火力	HeroMiddlePic_Atlas	HeroMiddlePic_Atlas
128007	HeroMiddlePic_Atlas	火枪手	HeroMiddlePic_Atlas	HeroMiddlePic_Atlas
128008	HeroMiddlePic_Atlas	赏金猎人	HeroMiddlePic_Atlas	HeroMiddlePic_Atlas
128009	HeroMiddlePic_Atlas	小丑	HeroMiddlePic_Atlas	HeroMiddlePic_Atlas
128010	HeroMiddlePic_Atlas	时空旅者	HeroMiddlePic_Atlas	HeroMiddlePic_Atlas
129001	Battle_Atlas	沉默	Battle_Atlas	Battle_Atlas
129002	Battle_Atlas	束缚	Battle_Atlas	Battle_Atlas
129003	Battle_Atlas	击飞	Battle_Atlas	Battle_Atlas
129004	Battle_Atlas	眩晕	Battle_Atlas	Battle_Atlas
